0,-10.553000,2.196000,-988.200012
1,-12.932000,1.952000,-989.908020
2,-11.773000,2.379000,-987.528992
3,-11.285000,3.233000,-984.966980
4,-11.590000,2.440000,-987.468018
5,-12.566000,1.647000,-987.773010
6,-11.041000,2.562000,-986.492004
7,-12.200000,2.196000,-984.174011
8,-12.261000,2.196000,-987.651001
9,-11.529000,2.928000,-988.017029
10,-11.895000,-0.183000,-985.638000
11,-10.980000,1.342000,-985.393982
12,-12.200000,0.366000,-989.541992
13,-11.529000,0.610000,-988.322021
14,-11.529000,2.318000,-985.882019
15,-11.895000,0.488000,-986.919006
16,-12.139000,1.464000,-986.857971
17,-10.492000,1.464000,-988.138977
18,-11.590000,2.379000,-987.101990
19,-12.322000,2.928000,-987.284973
20,-10.980000,2.745000,-987.101990
21,-11.407000,1.464000,-989.419983
22,-11.468000,1.403000,-985.577026
23,-11.773000,1.830000,-986.979980
24,-9.455000,1.769000,-988.078003
25,-12.810000,0.732000,-987.711975
26,-11.468000,3.050000,-985.942993
27,-12.200000,0.854000,-985.515991
28,-11.041000,2.013000,-986.065002
29,-12.444000,0.366000,-987.223999
30,-12.688000,1.281000,-986.919006
31,-10.797000,0.244000,-986.065002
32,-12.200000,2.379000,-987.284973
33,-11.346000,0.915000,-986.004028
34,-11.285000,1.586000,-988.200012
35,-11.590000,1.769000,-987.284973
36,-12.139000,1.586000,-989.114990
37,-10.065000,2.623000,-987.101990
38,-11.346000,2.318000,-986.614014
39,-12.627000,2.989000,-986.187012
40,-10.553000,2.379000,-985.638000
41,-10.370000,0.732000,-987.468018
42,-11.163000,1.220000,-987.711975
43,-10.919000,0.915000,-986.125977
44,-11.468000,2.562000,-985.577026
45,-12.078000,4.026000,-986.369995
46,-10.858000,2.440000,-987.346008
47,-11.468000,0.244000,-988.138977
48,-12.688000,1.708000,-987.223999
49,-11.956000,-0.488000,-987.528992
50,-12.505000,0.000000,-987.773010
51,-11.834000,0.671000,-984.844971
52,-11.224000,3.111000,-986.309021
53,-11.895000,1.464000,-986.674988
54,-10.614000,-0.122000,-988.565979
55,-10.492000,0.366000,-986.369995
56,-10.980000,1.342000,-986.065002
57,-10.431000,2.196000,-987.528992
58,-11.102000,0.549000,-988.443970
59,-10.919000,2.501000,-987.223999
60,-10.309000,1.525000,-987.528992
61,-11.956000,0.976000,-988.627014
62,-11.773000,2.257000,-987.833984
63,-11.590000,1.647000,-986.309021
64,-10.431000,0.000000,-986.552979
65,-10.553000,2.440000,-987.773010
66,-11.041000,1.586000,-986.736023
67,-11.224000,1.586000,-986.674988
68,-11.041000,0.915000,-986.857971
69,-11.224000,1.830000,-988.138977
70,-11.102000,0.488000,-987.651001
71,-12.505000,-1.830000,-987.041016
72,-11.407000,2.318000,-986.796997
73,-12.749000,0.793000,-985.882019
74,-11.224000,0.427000,-987.895020
75,-10.980000,2.257000,-985.271973
76,-13.542000,0.793000,-987.528992
77,-11.712000,1.586000,-988.017029
78,-12.749000,-0.854000,-987.955994
79,-12.139000,2.074000,-986.919006
80,-11.407000,0.366000,-986.674988
81,-11.468000,-0.366000,-986.369995
82,-11.163000,1.037000,-985.942993
83,-12.688000,0.915000,-987.223999
84,-12.688000,-0.305000,-988.382996
85,-12.322000,2.013000,-984.723022
86,-11.590000,2.379000,-986.431030
87,-12.322000,2.440000,-987.651001
88,-12.871000,1.220000,-988.505005
89,-11.712000,3.172000,-987.406982
90,-11.529000,1.952000,-985.698975
91,-11.895000,-0.061000,-987.406982
92,-11.773000,0.610000,-987.711975
93,-10.797000,2.013000,-986.369995
94,-11.773000,1.647000,-984.234985
95,-11.651000,0.122000,-988.443970
96,-10.858000,1.037000,-988.322021
97,-12.505000,2.440000,-988.322021
98,-12.383000,0.610000,-986.492004
99,-11.590000,2.501000,-986.614014
100,-11.590000,0.061000,-986.065002
101,-12.749000,0.305000,-987.590027
102,-11.834000,0.488000,-986.857971
103,-11.956000,2.135000,-988.809998
104,-10.431000,1.098000,-986.674988
105,-12.566000,2.928000,-986.431030
106,-11.773000,1.281000,-988.443970
107,-12.322000,1.952000,-988.505005
108,-11.895000,2.257000,-987.833984
109,-11.712000,1.159000,-985.333008
110,-10.187000,1.037000,-986.492004
111,-10.797000,1.647000,-986.736023
112,-11.834000,0.732000,-987.590027
113,-11.285000,0.549000,-984.174011
114,-12.383000,-0.427000,-986.857971
115,-12.444000,1.830000,-987.101990
116,-12.017000,0.671000,-985.577026
117,-11.773000,-0.610000,-987.711975
118,-12.444000,0.366000,-987.528992
119,-11.102000,1.281000,-987.711975
120,-11.834000,1.220000,-987.101990
121,-12.261000,1.769000,-987.163025
122,-11.712000,1.403000,-988.505005
123,-11.590000,2.684000,-985.820984
